Geneid,Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
ENSG00000227056,0,0,0,0,0,0
ENSG00000227091,0,0,0,2,2,0
ENSG00000081026,3218,2956,122,1571,1116,673
ENSG00000224965,8,0,0,77,20,4
ENSG00000228127,0,4,0,35,43,51
ENSG00000143458,1335,2171,598,959,2017,2692
ENSG00000230932,0,0,0,0,0,0
ENSG00000073754,0,0,8,2,0,14
ENSG00000228826,0,0,0,0,4,0
ENSG00000233907,0,0,0,0,0,0
ENSG00000225036,0,0,0,0,0,0
ENSG00000228420,0,0,0,0,0,0
ENSG00000233839,0,4,0,0,0,0
ENSG00000250890,0,0,0,0,0,0
ENSG00000232240,0,0,0,0,0,0
ENSG00000230921,0,0,0,0,1,0
ENSG00000286151,0,0,0,0,0,2
ENSG00000234388,0,0,0,0,0,0
ENSG00000271736,0,0,0,3,3,4
ENSG00000233717,0,1,5,0,0,0
ENSG00000163155,584,1732,329,654,499,856
ENSG00000241975,20,11,1,5,13,25
ENSG00000271143,0,4,0,6,14,7
ENSG00000270976,0,0,0,0,0,0
ENSG00000228217,9,2,2,0,0,0
ENSG00000270342,0,0,0,0,0,0
ENSG00000231100,0,0,0,0,0,0
ENSG00000116824,4,0,24,26,14,44
ENSG00000235887,0,0,0,0,0,0
ENSG00000237460,0,0,0,0,0,0
ENSG00000236887,2,0,2,0,0,0
ENSG00000024526,3503,442,373,34,12,26
ENSG00000235756,0,0,0,0,0,0
ENSG00000173810,2,2,0,0,0,0
ENSG00000235005,0,0,0,0,0,2
ENSG00000271890,0,0,0,0,0,2
ENSG00000227425,0,0,0,0,0,0
ENSG00000225279,28,26,0,51,102,132
ENSG00000229101,0,0,0,0,0,0
ENSG00000239216,0,0,0,0,0,0
ENSG00000283360,6,4,17,2,8,2
ENSG00000117262,801,485,451,346,372,467
ENSG00000227907,0,0,0,0,0,0
ENSG00000227970,0,0,0,0,0,0
ENSG00000261055,0,0,0,0,2,0
ENSG00000231613,8,0,0,38,38,48
ENSG00000137947,2644,2032,1433,1111,1039,1540
ENSG00000236689,0,0,0,0,0,0
ENSG00000233589,55,7,0,0,0,0
ENSG00000117586,50,70,0,130,203,179
ENSG00000230946,0,0,0,0,0,0
ENSG00000226028,0,0,0,0,0,0
ENSG00000162728,8,82,123,6573,9597,12560
ENSG00000229021,1,0,14,2,0,0
ENSG00000203825,0,0,0,0,0,2
ENSG00000184371,3260,767,3211,1082,2338,5600
ENSG00000233449,0,0,0,0,0,0
ENSG00000242943,0,0,0,0,1,0
ENSG00000233203,12,0,18,2,10,0
ENSG00000232499,2,2,0,2,2,2
ENSG00000232265,9,0,0,19,24,41
ENSG00000163154,29,6,202,117,293,490
ENSG00000232995,120,94,37,41,156,159
ENSG00000238087,2,0,0,2,0,0
ENSG00000227777,0,0,0,0,4,0
ENSG00000177173,34,30,13,4,0,2
ENSG00000238022,0,0,0,0,0,0
ENSG00000231671,0,0,0,0,0,0
ENSG00000162729,2323,4077,4342,13456,22671,23521
ENSG00000143158,3627,4856,2379,4756,3526,2826
ENSG00000271092,99,52,11,10,9,22
ENSG00000238118,0,0,0,1,0,0
ENSG00000276118,0,0,0,0,0,0
ENSG00000232148,0,0,0,0,0,0
ENSG00000278811,179,48,84,29,28,77
ENSG00000000460,2255,701,341,92,233,462
ENSG00000275075,0,0,0,0,0,0
ENSG00000135862,5329,5188,923,1134,844,826
ENSG00000232952,60,70,2,2,6,6
ENSG00000227722,0,3,0,2,0,0
ENSG00000285922,2,3,2,8,4,0
ENSG00000275801,0,0,0,0,0,1
ENSG00000143198,10504,6970,3777,6760,6382,5316
ENSG00000143318,1277,351,135,818,622,194
ENSG00000232188,0,0,0,0,0,4
ENSG00000232212,0,0,0,0,2,0
ENSG00000143621,40288,30145,14788,3723,3809,5637
ENSG00000241042,0,0,0,0,5,3
ENSG00000260322,0,0,0,0,0,0
ENSG00000223495,0,0,0,0,0,0
ENSG00000143156,2473,3182,802,290,248,224
ENSG00000198771,214,4,572,819,985,2487
ENSG00000225462,4,0,0,0,0,0
ENSG00000237756,5,0,0,0,6,1
ENSG00000213064,4439,2440,2763,1738,3046,5447
ENSG00000143179,4785,5767,1185,1019,945,1512
ENSG00000271187,0,0,0,0,0,0
ENSG00000274562,0,0,0,0,0,0
ENSG00000143315,4718,3692,2957,699,1081,2745
ENSG00000231175,0,0,0,0,0,0
ENSG00000143185,0,0,0,2,3,6
ENSG00000272931,116,102,10,31,35,16
ENSG00000143190,3075,2398,972,1691,2853,2318
ENSG00000225475,164,144,78,0,0,1
ENSG00000232223,0,0,0,0,0,0
ENSG00000224698,0,0,0,0,0,0
ENSG00000075945,16969,36893,2160,5695,3590,4170
ENSG00000235303,0,0,0,2,4,0
ENSG00000234810,0,0,42,5,27,112
ENSG00000224468,20,22,0,8,1,0
ENSG00000232551,0,0,0,0,0,0
ENSG00000092607,40,4,211,67,40,52
ENSG00000238270,0,0,0,0,0,0
ENSG00000285894,0,2,0,0,0,0
ENSG00000236025,0,0,0,0,0,0
ENSG00000230704,2,0,0,0,0,0
ENSG00000283255,0,0,0,0,0,0
ENSG00000227741,20,30,21,25,85,43
ENSG00000286754,6,0,0,20,10,0
ENSG00000232751,2,2,0,2,0,0
ENSG00000117091,47,0,28,12,14,14
ENSG00000235378,0,0,0,0,0,0
ENSG00000143171,72,34,66,653,600,345
ENSG00000275767,0,0,0,0,0,0
ENSG00000047410,21942,21146,1864,2617,4670,6154
ENSG00000231992,1,0,0,0,0,1
ENSG00000018625,18551,10715,1137,40682,35375,21383
ENSG00000171806,1831,1140,511,191,348,430
ENSG00000287919,4,0,0,12,22,6
ENSG00000233882,0,0,0,0,0,0
ENSG00000198358,0,0,0,0,0,2
ENSG00000134216,0,0,0,2,1,1
ENSG00000230748,0,0,0,0,0,0
ENSG00000254154,6,1,2,36,14,16
ENSG00000162694,6223,4327,1812,1608,1147,1280
ENSG00000238108,0,0,0,0,0,0
ENSG00000214262,0,0,0,0,0,0
ENSG00000118197,1837,2596,1331,519,907,1040
ENSG00000135842,529,510,669,362,266,414
ENSG00000229258,2,0,0,0,6,2
ENSG00000287472,0,0,0,0,0,0
ENSG00000241318,2,0,0,0,0,0
ENSG00000228238,6,19,0,21,6,37
ENSG00000232393,2,1,0,0,0,0
ENSG00000184155,0,0,0,0,0,0
ENSG00000058085,40,166,8,77,24,16
ENSG00000260088,36,237,106,100,115,55
ENSG00000116815,2751,570,1197,208,286,263
ENSG00000232917,1,2,1,0,0,2
ENSG00000233057,4,10,1,3,0,2
ENSG00000143167,6,0,0,8,12,4
ENSG00000143184,0,2,0,8,0,2
ENSG00000260976,0,0,0,0,0,0
ENSG00000235215,0,0,4,0,2,4
ENSG00000224691,0,0,0,0,0,0
ENSG00000286572,0,2,8,12,24,20
ENSG00000235101,0,0,0,0,0,0
ENSG00000228215,6,0,0,0,0,0
ENSG00000177807,5203,555,2933,8801,19275,28514
ENSG00000233626,6,0,0,6,12,11
ENSG00000233691,0,0,0,0,0,0
ENSG00000143228,11764,2185,986,58,121,141
ENSG00000235827,0,0,0,0,0,2
ENSG00000231615,0,0,0,0,5,2
ENSG00000231714,0,0,0,0,0,2
ENSG00000174514,641,1146,142,7021,3117,1065
ENSG00000143178,179,275,209,129,336,260
ENSG00000116833,2,0,22,18,8,40
ENSG00000227740,170,79,24,80,67,17
ENSG00000000457,1645,790,774,495,680,780
ENSG00000143507,2041,1120,875,231,1361,1951
ENSG00000285638,12,12,0,0,0,0
ENSG00000284592,0,0,0,0,0,0
ENSG00000230987,0,0,2,0,2,0
ENSG00000232527,0,0,1,0,0,0
ENSG00000215833,0,0,0,0,0,2
ENSG00000228167,0,2,0,0,0,0
ENSG00000223344,0,0,0,0,0,0
ENSG00000150732,0,0,0,0,0,0
ENSG00000157064,1683,5441,26,7608,2079,355
ENSG00000288139,0,0,0,0,0,0
ENSG00000215808,2,6,0,26,30,12
ENSG00000059588,1950,3126,310,7143,7410,4460
ENSG00000237379,0,0,6,1,2,1
ENSG00000232959,5,7,0,1,1,0
ENSG00000122224,0,0,0,10,0,2
ENSG00000162782,0,0,20,125,53,18
ENSG00000238051,0,0,0,0,0,0
ENSG00000233196,0,5,0,72,45,17
ENSG00000229220,0,0,0,0,0,0
ENSG00000143653,13118,6363,4682,2765,3826,9166
ENSG00000158711,1738,1818,538,1230,2035,3261
ENSG00000227747,0,0,4,0,2,4
ENSG00000228081,0,0,0,0,0,0
ENSG00000228020,0,2,0,12,5,3
ENSG00000234975,382,469,216,36,44,62
ENSG00000162851,1472,1145,781,329,213,292
ENSG00000271427,20,6,10,32,57,21
ENSG00000143353,2433,2489,691,1141,1859,1881
ENSG00000197965,17218,23963,6518,1758,1313,2742
ENSG00000143493,6884,6395,2161,528,722,1121
ENSG00000230777,19,13,7,12,12,3
ENSG00000179397,55,2,20,91,189,249
ENSG00000224540,0,0,0,0,0,0
ENSG00000117592,6400,5157,5213,10232,11817,12314
ENSG00000186197,66,26,38,7,9,4
ENSG00000229067,2,0,0,0,0,0
ENSG00000227711,0,0,0,4,2,0
ENSG00000261182,0,0,0,0,0,0
ENSG00000228879,4,2,2,0,0,0
ENSG00000227925,0,0,0,1,0,0
ENSG00000162670,1597,952,2160,484,398,167
ENSG00000225712,0,0,0,0,0,0
ENSG00000162761,2,19,0,0,0,0
ENSG00000143199,20,61,24,34,46,29
ENSG00000007908,0,8,0,0,8,10
ENSG00000092978,2287,1351,244,648,611,840
ENSG00000143499,2484,1321,825,2023,1296,768
ENSG00000188404,4,20,473,358,839,2771
ENSG00000227735,0,0,0,0,0,0
ENSG00000143196,0,0,5,13,6,12
ENSG00000228504,0,0,0,0,0,0
ENSG00000274702,0,0,0,0,0,0
ENSG00000226211,0,0,0,0,0,0
ENSG00000236942,3,5,8,0,0,2
ENSG00000287205,0,0,0,10,7,8
ENSG00000203697,2,0,0,63,41,20
ENSG00000116574,155,458,706,2854,18121,29782
ENSG00000287929,2,11,0,8,0,0
ENSG00000224896,0,0,0,0,0,0
ENSG00000121481,5833,4833,1062,703,564,585
ENSG00000227940,0,0,0,0,0,0
ENSG00000143248,256,400,78,8430,8752,5429
ENSG00000162814,99,183,26,86,63,36
ENSG00000225172,0,2,0,2,3,0
ENSG00000261642,0,0,0,2,0,0
ENSG00000228239,0,0,0,0,0,0
ENSG00000237283,0,0,0,0,0,0
ENSG00000116132,297,668,1480,542,377,600
ENSG00000238042,0,0,0,0,4,0
ENSG00000271475,0,0,0,0,0,0
ENSG00000231877,0,0,0,0,0,0
ENSG00000116679,36966,49159,5992,3188,7626,11900
ENSG00000228536,2,0,0,16,4,6
ENSG00000230550,1,4,28,2,1,2
ENSG00000229242,0,0,0,0,0,0
ENSG00000228470,2,0,0,3,0,0
ENSG00000152092,6600,7259,3766,8060,4563,1543
ENSG00000234984,0,0,0,0,0,0
ENSG00000231648,0,0,0,0,0,0
ENSG00000229983,11,4,0,0,0,0
ENSG00000215149,0,0,0,0,0,0
ENSG00000225122,0,0,0,2,0,0
ENSG00000225920,17,20,0,4,4,21
ENSG00000143476,9893,3733,1716,10,27,36
ENSG00000121486,1654,3043,573,975,1826,2307
ENSG00000228437,0,0,0,0,0,0
ENSG00000057252,20731,4612,3324,705,643,1736
ENSG00000285718,0,9,0,2,0,0
ENSG00000234070,0,0,0,0,0,0
ENSG00000233620,0,0,0,0,0,0
ENSG00000237783,0,2,1,0,0,0
ENSG00000233018,0,2,4,5,4,1
ENSG00000224783,0,0,0,0,0,0
ENSG00000162852,3286,3133,999,5107,1542,1089
ENSG00000232792,6,0,0,0,0,3
ENSG00000273004,8,2,14,4,8,6
ENSG00000143842,29,24,571,1528,1770,2025
ENSG00000268062,1,2,0,9,20,29
ENSG00000237409,2,0,0,0,2,0
ENSG00000116962,1612,987,2191,828,675,893
ENSG00000288078,0,0,0,0,0,0
ENSG00000271399,0,0,0,0,0,2
ENSG00000229757,0,0,0,4,2,0
ENSG00000232679,0,0,8,2,0,0
ENSG00000220749,140,134,204,33,52,48
ENSG00000181450,3104,1601,191,228,425,673
ENSG00000223519,19,10,13,23,41,68
ENSG00000286285,24,8,0,19,6,0
ENSG00000225300,2,0,0,2,0,0
ENSG00000223842,2,2,0,0,0,0
ENSG00000162753,4,9,0,94,50,25
ENSG00000228247,4,2,0,2,0,0
ENSG00000231424,163,26,0,9,10,11
ENSG00000143355,104,801,140,0,2,8
ENSG00000287177,0,0,0,0,0,0
ENSG00000237193,0,0,0,0,0,0
ENSG00000223490,0,0,0,0,0,0
ENSG00000121644,8776,4507,1774,815,886,1077
ENSG00000174502,2,50,14,150,624,1167
ENSG00000224286,0,0,0,2,0,0
ENSG00000158715,10,26,88,471,4445,7706
ENSG00000143195,3116,442,1312,1643,1305,821
ENSG00000162849,3638,1246,48,1076,813,488
ENSG00000232824,0,0,0,0,0,0
ENSG00000273416,63,81,30,60,33,26
ENSG00000282111,0,0,0,0,3,4
ENSG00000233410,0,0,0,0,2,9
ENSG00000067533,4433,4109,615,490,762,911
ENSG00000228955,18,1,0,0,0,0
ENSG00000270443,0,0,0,0,0,0
ENSG00000116209,24923,21479,16653,7650,11116,20370
ENSG00000224702,0,0,0,0,0,0
ENSG00000271811,16,2,50,28,4,8
ENSG00000224278,0,0,0,0,0,0
ENSG00000235492,0,0,0,0,2,0
ENSG00000287808,28,89,19,60,250,211
ENSG00000229840,0,0,0,0,0,0
ENSG00000226486,0,0,0,0,0,0
ENSG00000227687,0,0,0,0,0,0
ENSG00000231814,0,0,0,0,0,0
ENSG00000286210,0,0,0,0,0,0
ENSG00000287364,16,2,0,82,65,42
ENSG00000260698,2,26,0,63,28,34
ENSG00000277007,16,34,0,76,61,42
ENSG00000229016,0,0,0,0,0,2
ENSG00000152104,382,287,235,694,670,383
ENSG00000236975,0,4,0,82,310,158
ENSG00000286541,0,0,0,7,58,114
ENSG00000117650,5739,1292,323,26,37,42
ENSG00000235021,0,0,0,25,6,0
ENSG00000203724,149,218,180,107,59,33
ENSG00000225006,0,0,0,0,0,0
ENSG00000287633,6,0,0,22,53,39
ENSG00000158764,0,0,0,1,0,0
ENSG00000223375,0,0,0,0,0,2
ENSG00000230714,0,0,0,0,0,0
ENSG00000261065,0,0,0,0,0,0
ENSG00000260855,118,61,29,240,391,492
ENSG00000236206,2,10,0,0,3,6
ENSG00000168118,7858,4110,1798,2641,2782,4074
ENSG00000173726,11785,17125,5159,16167,13335,13011
ENSG00000282852,0,0,2,0,4,0
ENSG00000152382,7252,9118,1276,1022,1264,1385
ENSG00000143839,0,0,0,6,1,4
ENSG00000232100,0,0,0,0,0,0
ENSG00000261024,15,8,0,0,2,0
ENSG00000230547,2,2,0,0,0,0
ENSG00000176754,0,4,0,4,6,2
ENSG00000227953,53,11,7,296,503,445
ENSG00000232215,0,1,0,3,3,2
ENSG00000135829,28803,14765,3975,4793,6536,8476
ENSG00000228289,0,2,0,0,0,0
ENSG00000134717,22420,20229,5276,2585,2760,3666
ENSG00000232989,0,0,0,0,0,0
ENSG00000233537,0,0,0,0,2,0
ENSG00000116668,2238,2407,296,355,571,660
ENSG00000278180,0,0,0,0,0,0
ENSG00000232341,2,6,2,4,0,0
ENSG00000287676,11,4,0,0,2,5
ENSG00000236792,2,4,0,0,0,0
ENSG00000143207,7200,7376,1980,1379,1493,1468
ENSG00000270859,0,0,0,0,0,0
ENSG00000238224,9,0,0,0,0,0
ENSG00000286775,1,0,0,0,0,0
ENSG00000237492,0,0,0,0,0,0
ENSG00000230404,0,1,0,0,2,0
ENSG00000236230,0,2,0,0,0,0
ENSG00000026751,431,0,12,8,8,16
ENSG00000150681,22,0,56,69,48,164
ENSG00000116906,11016,6469,2467,2024,2424,2939
ENSG00000092969,2671,1500,888,389,487,243
ENSG00000157181,5097,5800,890,1094,2632,2620
ENSG00000250762,4,0,4,0,8,4
ENSG00000236720,0,0,0,0,0,0
ENSG00000227421,0,0,0,0,2,0
ENSG00000227240,19,4,0,0,0,0
ENSG00000076258,103,36,114,114,213,658
ENSG00000286073,0,0,0,0,0,0
ENSG00000231084,252,68,13,12,41,50
ENSG00000117697,7911,5677,2171,1520,2466,3741
ENSG00000235083,0,0,0,0,0,0
ENSG00000162669,1425,491,139,267,205,78
ENSG00000132681,52,28,27,57,63,31
ENSG00000225904,0,0,0,0,0,0
ENSG00000270920,0,0,0,0,0,0
ENSG00000143641,3103,3974,2148,1158,1590,3226
ENSG00000227630,6,2,160,18,37,30
ENSG00000228830,0,0,0,0,0,0
ENSG00000010932,611,144,24,8,10,9
ENSG00000282849,0,0,0,0,2,0
ENSG00000226640,0,0,0,0,0,0
ENSG00000010072,3015,1297,329,288,489,826
ENSG00000135766,620,1153,157,113,167,538
ENSG00000279261,0,0,0,0,1,0
ENSG00000213051,4,3,17,0,0,0
ENSG00000238054,0,0,0,0,0,0
ENSG00000163534,0,0,0,6,0,0
ENSG00000168243,9993,13022,2996,2331,1321,320
ENSG00000281453,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0
ENSG00000224939,6,0,0,28,41,0
ENSG00000227613,0,0,0,0,0,0
ENSG00000116183,215,138,133,92,133,168
ENSG00000232194,4,2,0,2,0,0
ENSG00000231612,9,0,0,1,6,0
ENSG00000271036,0,0,0,0,0,0
ENSG00000230849,2,0,4,4,0,0
ENSG00000170382,3191,4189,1247,1603,924,352
ENSG00000226868,0,0,0,0,0,0
ENSG00000279401,0,0,0,0,0,0
ENSG00000272362,0,0,0,0,1,0
ENSG00000287450,2,2,7,0,0,0
ENSG00000237011,0,0,0,0,0,0
ENSG00000233583,0,0,2,0,0,0
ENSG00000066027,3325,2224,1314,2138,3925,4724
ENSG00000286263,7,0,0,6,4,2
ENSG00000227006,0,2,2,13,11,11
ENSG00000224525,196,0,18,10,70,32
ENSG00000173728,4,0,9,10,9,10
ENSG00000225811,5,0,11,0,0,0
ENSG00000273093,0,0,0,2,4,6
ENSG00000227818,0,0,0,0,0,0
ENSG00000135828,581,865,591,335,375,650
ENSG00000286398,0,0,0,0,0,2
ENSG00000185523,2,6,3,1,8,13
ENSG00000116711,125,50,286,188,141,193
ENSG00000226750,0,0,0,0,0,0
ENSG00000285665,10,8,0,14,31,27
ENSG00000231022,0,0,0,0,0,0
ENSG00000224436,0,0,0,0,0,0
ENSG00000228208,30,4,0,6,17,7
ENSG00000273384,4,8,8,10,4,6
ENSG00000238061,15,21,0,6,6,2
ENSG00000234915,0,0,0,0,0,4
ENSG00000143845,272,906,77,368,308,179
ENSG00000227585,0,0,0,0,0,0
ENSG00000157060,2,4,0,0,0,0
ENSG00000237213,0,0,0,0,0,0
ENSG00000224260,0,0,0,0,0,0
ENSG00000213045,0,0,0,0,5,6
ENSG00000230063,6,0,1,0,0,6
ENSG00000235467,0,0,0,0,0,0
ENSG00000123684,6489,7133,1050,4255,10071,11690
ENSG00000228044,0,0,0,0,0,2
ENSG00000225338,0,4,7,0,5,9
ENSG00000224407,0,0,0,0,0,0
ENSG00000232463,2,1,2,2,1,0
ENSG00000237457,743,314,252,46,60,16
ENSG00000225171,57,19,0,35,77,27
ENSG00000235386,0,1,2,0,0,0
ENSG00000123836,976,2099,694,3187,2660,2402
ENSG00000213690,0,0,0,0,0,0
ENSG00000229832,13,0,2,0,4,11
ENSG00000225233,0,0,0,3,0,0
ENSG00000237514,4,2,0,0,0,0
ENSG00000287856,2,1,0,0,10,7
ENSG00000226375,0,2,6,9,4,1
ENSG00000203705,3740,6302,1046,1609,1904,1961
ENSG00000224040,8,6,0,0,2,0
ENSG00000228686,10,13,0,2,6,2
ENSG00000279838,299,321,52,25,57,67
ENSG00000174175,0,0,0,7,6,24
ENSG00000236401,0,0,0,0,0,0
ENSG00000241475,0,0,0,0,0,0
ENSG00000215800,0,0,0,0,0,0
ENSG00000286421,0,0,0,0,0,0
ENSG00000270936,0,0,0,0,0,0
ENSG00000008118,58,378,249,2993,1908,176
ENSG00000171161,1685,1364,1793,911,1283,1927
ENSG00000241505,0,0,0,0,0,0
ENSG00000282097,0,0,4,0,0,0
ENSG00000261453,0,8,0,4,2,0
ENSG00000231020,0,0,0,0,0,0
ENSG00000270818,0,0,0,0,0,0
ENSG00000196878,12,12,390,334,194,236
ENSG00000225561,0,0,0,0,0,0
ENSG00000074964,2775,2251,1200,2605,2164,1548
ENSG00000223847,0,0,0,0,0,0
ENSG00000277704,0,0,0,0,0,0
ENSG00000259815,1,6,0,2,0,0
ENSG00000240963,2,0,0,1,0,0
ENSG00000226570,0,0,0,0,0,0
ENSG00000198929,1753,1882,596,2399,1115,361
ENSG00000230628,0,0,0,0,4,6
ENSG00000227579,10,4,0,24,22,6
ENSG00000174606,9709,6839,1818,2373,2748,3106
ENSG00000179914,2,0,17,2,2,2
ENSG00000121446,1,0,0,5,3,2
ENSG00000236905,4,7,14,13,16,24
ENSG00000233304,2,0,0,189,42,0
ENSG00000227887,0,2,0,0,0,0
ENSG00000116903,851,712,122,927,887,1274
ENSG00000226196,0,0,0,0,0,0
ENSG00000287354,0,0,0,7,12,100
ENSG00000233827,2,0,0,0,0,0
ENSG00000198797,1150,1069,2168,5168,3292,1041
ENSG00000151414,5100,3958,1012,1190,4651,5688
ENSG00000177614,595,337,42,5919,3625,2607
ENSG00000235182,0,0,0,0,0,0
ENSG00000287157,0,0,3,0,2,7
ENSG00000233920,0,0,1,5,17,22
ENSG00000183831,50,152,1,48,56,40
ENSG00000225755,0,0,0,0,1,0
ENSG00000197472,566,327,92,20,8,4
ENSG00000230184,2,5,1,1,0,0
ENSG00000232436,0,0,0,0,0,2
ENSG00000231718,0,0,0,0,0,0
ENSG00000136643,6197,4259,1103,2271,3134,4235
ENSG00000232537,6,4,0,4,2,0
ENSG00000285521,0,19,0,0,0,0
ENSG00000236317,0,0,0,0,0,0
ENSG00000176855,0,0,0,0,0,0
ENSG00000227728,0,0,0,0,0,0
ENSG00000162877,0,4,1,21,36,219
ENSG00000225401,3,0,0,0,0,0
ENSG00000228190,0,0,0,0,0,0
ENSG00000135747,23,3,0,1,2,0
ENSG00000227237,0,0,0,2,2,0
ENSG00000069248,8838,4917,875,2014,3164,4050
ENSG00000232812,5,0,0,3,0,0
ENSG00000242042,0,1,0,1,0,0
ENSG00000234464,0,0,0,0,0,0
ENSG00000253148,14,10,0,0,0,0
ENSG00000227751,0,0,0,0,0,0
ENSG00000090104,407,0,7459,659,655,4471
ENSG00000285280,17,44,8,14,18,8
ENSG00000232892,0,2,2,0,1,2
ENSG00000236950,0,0,0,0,0,0
ENSG00000236468,0,4,0,0,0,0
ENSG00000185220,1146,404,390,213,303,332
ENSG00000226003,0,0,0,0,0,0
ENSG00000230813,0,0,0,0,0,0
ENSG00000236101,0,0,0,0,0,0
ENSG00000162769,2623,3089,989,804,1398,1270
ENSG00000133065,2852,3146,3348,2626,2751,3576
ENSG00000278684,0,0,0,0,0,0
ENSG00000236775,0,4,0,0,0,0
ENSG00000042781,4,23,6,48,25,46
ENSG00000234754,2,0,0,0,4,29
ENSG00000233084,9,2,3,6,29,9
ENSG00000227815,6,12,0,10,10,13
ENSG00000287046,61,56,0,2,0,0
ENSG00000228863,2,2,0,0,0,0
ENSG00000228646,0,0,0,0,0,0
ENSG00000229112,1,0,0,0,0,0
ENSG00000233332,0,2,1,12,0,0
ENSG00000231984,0,0,0,0,0,0
ENSG00000226876,3,2,0,0,0,3
ENSG00000277462,2980,1915,408,186,170,180
ENSG00000225591,2,6,0,0,0,4
ENSG00000035687,2678,2247,879,1366,2495,3731
ENSG00000213080,98,43,29,5,4,1
ENSG00000180287,632,112,129,424,602,1064
ENSG00000226693,0,0,0,0,0,0
ENSG00000231272,0,0,0,0,0,0
ENSG00000223828,0,0,2,0,0,0
ENSG00000230124,4070,4677,2323,1675,1806,1780
ENSG00000226723,10,22,2,2,2,4
ENSG00000272672,6,2,0,2,16,10
ENSG00000228982,0,0,0,0,0,0
ENSG00000235096,0,0,2,2,0,0
ENSG00000007341,1888,1095,935,321,501,609
ENSG00000286747,249,120,39,51,62,48
ENSG00000236069,0,0,7,1,0,4
ENSG00000236244,1,0,0,5,2,0
ENSG00000272865,516,0,61,29,185,121
ENSG00000143324,5163,8755,1260,2243,1437,920
ENSG00000229871,0,0,0,0,0,0
ENSG00000225222,17,1,0,0,0,0
ENSG00000118193,4091,866,221,14,2,36
ENSG00000198842,26,0,8,46,57,60
ENSG00000286619,9,17,500,91,75,57
ENSG00000198756,2399,2048,3935,2448,7791,11607
ENSG00000271558,0,0,0,0,0,0
ENSG00000227554,0,0,0,0,0,0
ENSG00000178596,0,0,0,0,0,0
ENSG00000054282,3834,2050,1708,1014,1724,2197
ENSG00000183780,31,166,246,819,240,86
ENSG00000229663,0,0,0,2,0,0
ENSG00000162702,6187,6765,1994,790,1709,3122
ENSG00000238272,0,1,0,1,1,1
ENSG00000228530,0,0,0,0,0,0
ENSG00000235060,3,11,0,0,0,0
ENSG00000143194,191,16,146,409,311,140
ENSG00000054267,17433,9601,2620,2207,3550,4924
ENSG00000287921,0,0,0,0,0,0
ENSG00000177800,0,0,0,0,4,9
ENSG00000232166,0,0,0,0,0,0
ENSG00000175137,924,495,525,1892,1580,2634
ENSG00000134245,437,494,129,592,571,551
ENSG00000227373,16,100,13,20,16,13
ENSG00000228175,48,45,94,63,68,91
ENSG00000069275,79927,71440,14228,14481,26348,32356
ENSG00000237317,0,0,0,0,0,0
ENSG00000187889,11,0,0,64,30,19
ENSG00000097046,13143,5873,999,699,672,293
ENSG00000232113,0,0,0,0,0,0
ENSG00000282718,0,1,0,0,0,0
ENSG00000231378,0,0,0,0,0,0
ENSG00000235605,0,0,0,0,2,4
ENSG00000224857,0,0,0,0,0,0
ENSG00000273367,25,7,0,439,221,30
ENSG00000230604,2,0,1,2,2,0
ENSG00000231605,0,18,0,0,16,2
ENSG00000236358,0,0,0,19,4,1
ENSG00000203737,0,2,0,26,20,2
ENSG00000215873,0,0,0,0,0,0
ENSG00000185420,1838,2770,2699,925,684,384
ENSG00000076321,3520,3549,922,452,675,1173
ENSG00000272175,2,2,0,0,0,1
ENSG00000213070,6,4,0,0,0,2
ENSG00000282265,4,0,0,0,0,0
ENSG00000229747,0,0,0,0,0,0
ENSG00000117280,1410,2520,3314,892,1396,1807
ENSG00000233985,0,0,0,0,0,0
ENSG00000236719,0,0,0,0,0,0
ENSG00000136636,12258,7946,1152,3157,5548,9496
ENSG00000225486,6,12,0,0,0,0
ENSG00000227043,0,0,0,0,0,0
ENSG00000163874,86,131,484,97,99,168
ENSG00000285777,8,10,0,20,14,10
ENSG00000286109,0,0,0,1,9,35
ENSG00000213068,0,0,0,0,0,0
ENSG00000054392,546,818,415,295,244,208
ENSG00000122223,0,0,0,32,30,14
ENSG00000188739,139,137,65,79,99,86
ENSG00000286666,0,0,0,2,4,2
ENSG00000273198,4,8,0,20,17,15
ENSG00000203730,2,5,0,2,4,0
ENSG00000225719,0,0,0,0,0,1
ENSG00000273483,38,61,0,106,128,67
ENSG00000203729,0,0,0,0,0,0
ENSG00000232809,0,2,0,0,0,0
ENSG00000285981,0,0,0,0,0,0
ENSG00000261729,0,0,0,0,2,0
ENSG00000215796,6,2,0,4,0,0
ENSG00000233047,0,0,0,0,0,0
ENSG00000143341,49,66,184,99,124,87
ENSG00000228309,0,0,0,0,0,0
ENSG00000229739,358,519,37,359,374,325
ENSG00000116703,14,8,0,8,13,24
ENSG00000273874,0,0,0,0,2,5
ENSG00000278757,0,0,0,0,0,0
ENSG00000264341,0,0,0,2,0,0
ENSG00000264101,0,0,0,0,0,1
ENSG00000252404,0,0,0,0,0,0
ENSG00000243267,0,0,0,0,0,4
ENSG00000239149,2,0,1,9,16,14
ENSG00000252151,0,0,0,0,0,0
