source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0001508,action potential,0.0043532237046960895,True,"""A process in which membrane potential cycles through a depolarizing spike, triggered in response to depolarization above some threshold, followed by repolarization. This cycle is driven by the flow of ions through various voltage gated channels with different thresholds and ion specificities."" [GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]",144,3737,49,21017,0.013112122023013113,0.3402777777777778,query_1,['GO:0042391']
REAC,REAC:R-HSA-983712,Ion channel transport,0.004457212561729377,True,Ion channel transport,182,2256,63,10916,0.027925531914893616,0.34615384615384615,query_1,['REAC:R-HSA-382551']
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,0.004677400962943351,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2604,3737,549,21017,0.14690928552314692,0.2108294930875576,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0034329,cell junction assembly,0.0048029460154680684,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]",449,3737,119,21017,0.03184372491303184,0.2650334075723831,query_1,"['GO:0022607', 'GO:0034330']"
GO:BP,GO:0150063,visual system development,0.004868336037788361,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",408,3737,110,21017,0.029435375970029435,0.2696078431372549,query_1,['GO:0048880']
GO:BP,GO:0048864,stem cell development,0.004965637720057408,True,"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]",87,3737,34,21017,0.009098207118009098,0.39080459770114945,query_1,"['GO:0048468', 'GO:0048863']"
GO:BP,GO:1901698,response to nitrogen compound,0.0054448826905022195,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",1010,3737,236,21017,0.06315226117206316,0.23366336633663368,query_1,['GO:0042221']
GO:BP,GO:0050954,sensory perception of mechanical stimulus,0.005602547531810815,True,"""The series of events required for an organism to receive a sensory mechanical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",190,3737,60,21017,0.016055659620016056,0.3157894736842105,query_1,['GO:0007600']
GO:BP,GO:0001934,positive regulation of protein phosphorylation,0.0057192193761848534,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",595,3737,150,21017,0.04013914905004014,0.25210084033613445,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']"
GO:BP,GO:0031344,regulation of cell projection organization,0.005767084779231752,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",671,3737,166,21017,0.04442065828204442,0.2473919523099851,query_1,"['GO:0030030', 'GO:0051128']"
GO:BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,0.005932201026117672,True,"""The attachment of one cell to another cell via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]",280,3737,81,21017,0.021675140487021675,0.2892857142857143,query_1,['GO:0098609']
GO:BP,GO:0051588,regulation of neurotransmitter transport,0.0063826881601102906,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",99,3737,37,21017,0.009900990099009901,0.37373737373737376,query_1,"['GO:0006836', 'GO:0051049']"
GO:BP,GO:0051252,regulation of RNA metabolic process,0.006430876867272828,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3709,3737,757,21017,0.20256890553920257,0.20409813966028578,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0099587,inorganic ion import across plasma membrane,0.006539793337262001,True,"""The directed movement of inorganic ions from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",126,3737,44,21017,0.011774150388011774,0.3492063492063492,query_1,"['GO:0098660', 'GO:0098739']"
GO:BP,GO:0098659,inorganic cation import across plasma membrane,0.006539793337262001,True,"""The directed movement of inorganic cations from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",126,3737,44,21017,0.011774150388011774,0.3492063492063492,query_1,"['GO:0098662', 'GO:0099587']"
GO:BP,GO:0045859,regulation of protein kinase activity,0.006661306241247616,True,"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]",438,3737,116,21017,0.03104094193203104,0.2648401826484018,query_1,"['GO:0001932', 'GO:0043549']"
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,0.006936013529892433,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1337,3737,301,21017,0.08054589242708055,0.225130890052356,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902679']"
GO:BP,GO:0090596,sensory organ morphogenesis,0.007138867581089718,True,"""Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:kmv, ISBN:978-0199210893]",290,3737,83,21017,0.02221032914102221,0.28620689655172415,query_1,"['GO:0007423', 'GO:0009887']"
GO:BP,GO:0140352,export from cell,0.007369112651874132,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",901,3737,213,21017,0.056997591651057,0.23640399556048836,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.007394861543215441,True,"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",264,3737,77,21017,0.020604763179020606,0.2916666666666667,query_1,"['GO:0007178', 'GO:0009966']"
GO:BP,GO:1901701,cellular response to oxygen-containing compound,0.007489136930990155,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1153,3737,264,21017,0.07064490232807065,0.22896790980052037,query_1,"['GO:0070887', 'GO:1901700']"
GO:BP,GO:0044087,regulation of cellular component biogenesis,0.007516796622790571,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",965,3737,226,21017,0.06047631790206048,0.23419689119170983,query_1,"['GO:0044085', 'GO:0050794']"
GO:BP,GO:0019222,regulation of metabolic process,0.007632515667367903,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7076,3737,1377,21017,0.3684773882793685,0.19460146975692483,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0048609,multicellular organismal reproductive process,0.007657788028430025,True,"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]",980,3737,229,21017,0.06127910088306128,0.2336734693877551,query_1,['GO:0022414']
GO:BP,GO:0071900,regulation of protein serine/threonine kinase activity,0.00780409346079772,True,"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]",260,3737,76,21017,0.020337168852020335,0.2923076923076923,query_1,['GO:0045859']
GO:BP,GO:0042770,signal transduction in response to DNA damage,0.007882373492764386,True,"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]",196,3737,61,21017,0.016323253947016322,0.3112244897959184,query_1,"['GO:0006974', 'GO:0035556']"
GO:BP,GO:0050801,monoatomic ion homeostasis,0.008128026232378367,True,"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",608,3737,152,21017,0.04067433770404067,0.25,query_1,['GO:0048878']
GO:BP,GO:0051592,response to calcium ion,0.008459044390902143,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]",147,3737,49,21017,0.013112122023013113,0.3333333333333333,query_1,['GO:0010038']
GO:BP,GO:0048732,gland development,0.008587012703482015,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",454,3737,119,21017,0.03184372491303184,0.2621145374449339,query_1,['GO:0048513']
GO:BP,GO:0006814,sodium ion transport,0.009045084088563712,True,"""The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",235,3737,70,21017,0.018731602890018732,0.2978723404255319,query_1,['GO:0030001']
GO:BP,GO:0001667,ameboidal-type cell migration,0.009045084088563712,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",235,3737,70,21017,0.018731602890018732,0.2978723404255319,query_1,['GO:0016477']
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,0.009066870520246151,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1579,3737,348,21017,0.09312282579609313,0.22039265357821405,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']"
GO:BP,GO:0008219,cell death,0.009205874357808586,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1984,3737,427,21017,0.11426277762911426,0.21522177419354838,query_1,['GO:0009987']
GO:BP,GO:0030178,negative regulation of Wnt signaling pathway,0.00944199150242526,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway."" [GOC:dph, GOC:go_curators, GOC:tb]",172,3737,55,21017,0.014717687985014717,0.31976744186046513,query_1,"['GO:0009968', 'GO:0016055', 'GO:0030111']"
GO:BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,0.009502736312576386,True,"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",57,3737,25,21017,0.00668985817500669,0.43859649122807015,query_1,['GO:0007169']
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,0.009555880452492243,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1352,3737,303,21017,0.08108108108108109,0.22411242603550297,query_1,"['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']"
GO:BP,GO:0051962,positive regulation of nervous system development,0.009565335254847377,True,"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",292,3737,83,21017,0.02221032914102221,0.2842465753424658,query_1,"['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']"
GO:BP,GO:0012501,programmed cell death,0.009791632454471715,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1980,3737,426,21017,0.113995183302114,0.21515151515151515,query_1,['GO:0008219']
REAC,REAC:R-HSA-195258,RHO GTPase Effectors,0.010349728307035394,True,RHO GTPase Effectors,318,2256,97,10916,0.04299645390070922,0.3050314465408805,query_1,['REAC:R-HSA-194315']
GO:BP,GO:0042327,positive regulation of phosphorylation,0.010356129330443163,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",620,3737,154,21017,0.04120952635804121,0.24838709677419354,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
REAC,REAC:R-HSA-112315,Transmission across Chemical Synapses,0.010399285676991336,True,Transmission across Chemical Synapses,259,2256,82,10916,0.03634751773049645,0.3166023166023166,query_1,['REAC:R-HSA-112316']
GO:BP,GO:0016043,cellular component organization,0.010460417363749704,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",8108,3737,1562,21017,0.417982338774418,0.19264923532313763,query_1,['GO:0071840']
GO:BP,GO:0060078,regulation of postsynaptic membrane potential,0.010484738045118213,True,"""Any process that modulates the potential difference across a post-synaptic membrane."" [GOC:dph, GOC:ef]",148,3737,49,21017,0.013112122023013113,0.3310810810810811,query_1,['GO:0042391']
GO:BP,GO:0098771,inorganic ion homeostasis,0.011239092639990284,True,"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]",531,3737,135,21017,0.03612523414503613,0.2542372881355932,query_1,['GO:0048878']
GO:BP,GO:0030097,hemopoiesis,0.011872151151998862,True,"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]",971,3737,226,21017,0.06047631790206048,0.23274974253347064,query_1,['GO:0048468']
KEGG,KEGG:04014,Ras signaling pathway,0.01187602266127733,True,Ras signaling pathway,235,1750,73,8484,0.04171428571428572,0.31063829787234043,query_1,['KEGG:00000']
GO:BP,GO:0001525,angiogenesis,0.011952522245528119,True,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",541,3737,137,21017,0.03666042279903666,0.2532347504621072,query_1,"['GO:0048514', 'GO:0048646']"
REAC,REAC:R-HSA-2555396,Mitotic Metaphase and Anaphase,0.0121636257752842,True,Mitotic Metaphase and Anaphase,229,2256,74,10916,0.03280141843971631,0.3231441048034934,query_1,['REAC:R-HSA-68886']
GO:BP,GO:0014033,neural crest cell differentiation,0.012901725000645112,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell."" [GOC:dh, GOC:ef]",94,3737,35,21017,0.009365801445009366,0.3723404255319149,query_1,"['GO:0048762', 'GO:0048863']"
GO:BP,GO:0040013,negative regulation of locomotion,0.01335778848058263,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",339,3737,93,21017,0.024886272411024885,0.2743362831858407,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048519']"
GO:BP,GO:0016049,cell growth,0.013583296537345831,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",500,3737,128,21017,0.03425207385603425,0.256,query_1,"['GO:0009987', 'GO:0040007']"
GO:BP,GO:2000463,positive regulation of excitatory postsynaptic potential,0.01377608677971509,True,"""Any process that enhances the establishment or increases the extent of the excitatory postsynaptic potential (EPSP) which is a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential."" [GOC:bf, GOC:BHF]",32,3737,17,21017,0.004549103559004549,0.53125,query_1,"['GO:0009967', 'GO:0060079', 'GO:0098815']"
GO:BP,GO:0048738,cardiac muscle tissue development,0.01384541913218935,True,"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]",229,3737,68,21017,0.018196414236018196,0.29694323144104806,query_1,"['GO:0007507', 'GO:0014706']"
KEGG,KEGG:04350,TGF-beta signaling pathway,0.014366187370638028,True,TGF-beta signaling pathway,107,1750,39,8484,0.022285714285714287,0.3644859813084112,query_1,['KEGG:00000']
GO:BP,GO:0098815,modulation of excitatory postsynaptic potential,0.014761958959769608,True,"""Any process that modulates the frequency, rate or extent of excitatory postsynaptic potential (EPSP). EPSP is a process that leads to a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential."" [GOC:dos]",48,3737,22,21017,0.005887075194005887,0.4583333333333333,query_1,"['GO:0009966', 'GO:0031644', 'GO:0042391', 'GO:0050804', 'GO:0060079']"
GO:BP,GO:0051256,mitotic spindle midzone assembly,0.014884904448602092,True,"""The cell cycle process in which the aggregation, arrangement and bonding together of a set of components forms the spindle midzone."" [GOC:mtg_cell_cycle, GOC:vw, PMID:24239120]",11,3737,9,21017,0.002408348943002408,0.8181818181818182,query_1,"['GO:0000022', 'GO:0051255', 'GO:0090307', 'GO:1903047']"
GO:BP,GO:1903530,regulation of secretion by cell,0.01520356465433125,True,"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]",567,3737,142,21017,0.037998394434038,0.25044091710758376,query_1,"['GO:0032940', 'GO:0050794', 'GO:0051046']"
GO:BP,GO:0072001,renal system development,0.015227863793948825,True,"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, PMID:6996269]",331,3737,91,21017,0.024351083757024352,0.27492447129909364,query_1,['GO:0048731']
GO:BP,GO:0032940,secretion by cell,0.015413643831950225,True,"""The controlled release of a substance by a cell."" [GOC:mah]",832,3737,197,21017,0.052716082419052714,0.23677884615384615,query_1,"['GO:0046903', 'GO:0140352']"
REAC,REAC:R-HSA-68886,M Phase,0.015958067846348064,True,M Phase,406,2256,118,10916,0.05230496453900709,0.29064039408866993,query_1,['REAC:R-HSA-69278']
GO:BP,GO:0051225,spindle assembly,0.016552701313520032,True,"""The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ai, GOC:expert_rg, GOC:mtg_sensu, GOC:tb]",134,3737,45,21017,0.012041744715012041,0.3358208955223881,query_1,"['GO:0007051', 'GO:0007059', 'GO:0140694']"
GO:BP,GO:0000077,DNA damage checkpoint signaling,0.01655718314786266,True,"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]",130,3737,44,21017,0.011774150388011774,0.3384615384615385,query_1,"['GO:0031570', 'GO:0042770']"
GO:BP,GO:0060627,regulation of vesicle-mediated transport,0.017147147429412826,True,"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]",521,3737,132,21017,0.035322451164035325,0.2533589251439539,query_1,"['GO:0016192', 'GO:0050794', 'GO:0051049']"
GO:BP,GO:0031032,actomyosin structure organization,0.018373119806398865,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",205,3737,62,21017,0.016590848274016592,0.3024390243902439,query_1,['GO:0030036']
GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,0.01865042989694699,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]",655,3737,160,21017,0.04281509232004282,0.24427480916030533,query_1,"['GO:0031344', 'GO:0120036']"
GO:BP,GO:0043523,regulation of neuron apoptotic process,0.019115807506675454,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",231,3737,68,21017,0.018196414236018196,0.2943722943722944,query_1,"['GO:0042981', 'GO:0051402']"
REAC,REAC:R-HSA-68882,Mitotic Anaphase,0.01952402404441779,True,Mitotic Anaphase,228,2256,73,10916,0.03235815602836879,0.3201754385964912,query_1,['REAC:R-HSA-2555396']
GO:BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,0.019579921431697803,True,"""Any process that modulates the frequency, rate or extent of G protein-coupled receptor signaling pathway."" [GOC:go_curators]",151,3737,49,21017,0.013112122023013113,0.32450331125827814,query_1,"['GO:0007186', 'GO:0009966']"
GO:BP,GO:0051056,regulation of small GTPase mediated signal transduction,0.019626747159490678,True,"""Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:go_curators]",306,3737,85,21017,0.022745517795022745,0.2777777777777778,query_1,"['GO:0007264', 'GO:1902531']"
GO:BP,GO:0000082,G1/S transition of mitotic cell cycle,0.019832278316974677,True,"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]",214,3737,64,21017,0.017126036928017126,0.29906542056074764,query_1,"['GO:0044772', 'GO:0044843']"
REAC,REAC:R-HSA-176187,Activation of ATR in response to replication stress,0.01994090527738153,True,Activation of ATR in response to replication stress,37,2256,19,10916,0.008421985815602837,0.5135135135135135,query_1,['REAC:R-HSA-69481']
GO:BP,GO:0099565,"chemical synaptic transmission, postsynaptic",0.020128934054724202,True,"""The part of synaptic transmission occurring in the post-synapse: a signal transduction pathway consisting of neurotransmitter receptor activation and its effects on postsynaptic membrane potential and the ionic composition of the postsynaptic cytosol."" [GOC:dos]",115,3737,40,21017,0.010703773080010704,0.34782608695652173,query_1,"['GO:0007166', 'GO:0007268', 'GO:0050877']"
GO:BP,GO:0006259,DNA metabolic process,0.020153973111912266,True,"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]",993,3737,229,21017,0.06127910088306128,0.23061430010070494,query_1,['GO:0090304']
GO:BP,GO:0003151,outflow tract morphogenesis,0.020624641493468796,True,"""The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."" [GOC:mtg_heart, UBERON:0004145]",77,3737,30,21017,0.008027829810008028,0.38961038961038963,query_1,"['GO:0003007', 'GO:0009653']"
GO:BP,GO:0045685,regulation of glial cell differentiation,0.020624641493468796,True,"""Any process that modulates the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]",77,3737,30,21017,0.008027829810008028,0.38961038961038963,query_1,"['GO:0010001', 'GO:0045595']"
GO:BP,GO:0099601,regulation of neurotransmitter receptor activity,0.020762413822463893,True,"""Any process that modulates the frequency, rate or extent of neurotransmitter receptor activity. Modulation may be via an effect on ligand affinity, or effector function such as ion selectivity or pore opening/closing in ionotropic receptors."" [GOC:dos]",39,3737,19,21017,0.005084292213005084,0.48717948717948717,query_1,['GO:0010469']
GO:BP,GO:1901699,cellular response to nitrogen compound,0.021059776831505343,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",618,3737,152,21017,0.04067433770404067,0.2459546925566343,query_1,"['GO:0070887', 'GO:1901698']"
GO:BP,GO:0045926,negative regulation of growth,0.022226104039632405,True,"""Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]",245,3737,71,21017,0.018999197217019,0.2897959183673469,query_1,"['GO:0040007', 'GO:0040008', 'GO:0048519']"
GO:BP,GO:0006936,muscle contraction,0.022375777663212724,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",343,3737,93,21017,0.024886272411024885,0.27113702623906705,query_1,['GO:0003012']
GO:BP,GO:0007617,mating behavior,0.022467308827098624,True,"""The behavioral interactions between organisms for the purpose of mating, or sexual reproduction resulting in the formation of zygotes."" [GOC:ai, GOC:dph]",36,3737,18,21017,0.004816697886004816,0.5,query_1,['GO:0019098']
GO:BP,GO:0051253,negative regulation of RNA metabolic process,0.022544016251342825,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1457,3737,321,21017,0.08589777896708589,0.22031571722717913,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
GO:BP,GO:0035418,protein localization to synapse,0.022614700696113075,True,"""Any process in which a protein is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:bf]",81,3737,31,21017,0.008295424137008296,0.38271604938271603,query_1,['GO:1902414']
GO:BP,GO:0032970,regulation of actin filament-based process,0.02276824882244332,True,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",375,3737,100,21017,0.02675943270002676,0.26666666666666666,query_1,"['GO:0030029', 'GO:0050794']"
GO:BP,GO:0006915,apoptotic process,0.023221206578068306,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1919,3737,411,21017,0.10998126839710998,0.21417404898384576,query_1,['GO:0012501']
GO:BP,GO:0010389,regulation of G2/M transition of mitotic cell cycle,0.023951152827031974,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]",104,3737,37,21017,0.009900990099009901,0.3557692307692308,query_1,"['GO:0000086', 'GO:1901990', 'GO:1902749']"
GO:BP,GO:0010817,regulation of hormone levels,0.024086569923439917,True,"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]",548,3737,137,21017,0.03666042279903666,0.25,query_1,['GO:0065008']
GO:BP,GO:1905820,positive regulation of chromosome separation,0.0242113946751817,True,"""Any process that activates or increases the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",30,3737,16,21017,0.004281509232004281,0.5333333333333333,query_1,"['GO:0051304', 'GO:0090068', 'GO:1905818']"
